Plant_ID,Height_cm,Leaf_Count,New_Growth_Count,Health_Notes,Watering_Amount_ml,Watering_Frequency_days,Sunlight_Exposure,Room_Temperature_C,Humidity_%,Fertilizer_Type,Fertilizer_Amount_ml,Pest_Presence,Pest_Severity,Soil_Moisture_%,Soil_Type,Health_Score,Plant_Type
Calathea orbifolia,26.65,9,8,Strong stem,126,2,6h full sun,25.6,31.6,Chemical,21,Aphids,Low,56.1,Clay,5,Aloe Vera
Sansevieria cylindrica,24.59,34,1,Brittle leaves,460,6,6h full sun,20.0,53.5,Compost,73,Spider mites,High,11.8,Silty,4,Aloe Vera
Begonia maculata,32.01,10,7,,426,4,Filtered sunlight through curtain,21.8,76.2,Compost,86,Fungus gnats,Low,52.8,Peaty,3,Fern
Aloe vera,33.55,48,7,Wilting,433,5,6h full sun,23.7,49.9,Chemical,14,Fungus gnats,,21.5,Peaty,3,Aloe Vera
Nephrolepis exaltata,27.64,8,3,,383,1,6h full sun,29.7,61.2,Compost,93,,Low,52.4,Clay,3,Aloe Vera
Nephrolepis exaltata,21.4,33,0,New bud,201,2,Indirect light all day,23.7,69.0,Compost,97,Aphids,,17.0,Sandy,4,Peace Lily
Aglaonema commutatum,29.73,27,0,New bud,372,4,6h full sun,27.3,69.2,Compost,12,Spider mites,Moderate,39.0,Clay,1,Peace Lily
Codiaeum variegatum,38.36,10,1,Leaf drop,288,1,Filtered sunlight through curtain,24.1,56.0,Chemical,3,Whiteflies,High,54.4,Silty,5,Spider Plant
Begonia maculata,24.73,36,8,Brittle leaves,164,6,3h direct morning sun,22.5,72.9,Organic,81,Spider mites,Moderate,33.7,Clay,3,Peace Lily
Schefflera arboricola,22.33,46,1,Leaf drop,368,2,3h direct morning sun,23.3,49.6,Compost,55,Whiteflies,Moderate,47.3,Silty,4,Aloe Vera
Epipremnum aureum,28.88,22,1,Dark green color,418,3,3h direct morning sun,23.5,74.4,Liquid feed,22,Spider mites,Low,50.2,Peaty,1,Fern
Zamioculcas zamiifolia,25.39,19,5,Brittle leaves,143,1,Filtered sunlight through curtain,25.8,42.0,Chemical,96,Spider mites,Low,46.8,Clay,5,Aloe Vera
Schefflera arboricola,11.62,44,6,Yellowing leaves,97,5,3h direct morning sun,28.1,44.0,,97,Aphids,Low,56.3,Chalky,4,Aloe Vera
Aglaonema commutatum,27.39,36,6,Yellowing leaves,240,4,Indirect light all day,25.1,32.7,Chemical,33,,Moderate,32.3,Silty,5,Aloe Vera
Calathea orbifolia,11.53,13,8,Yellowing leaves,61,2,Filtered sunlight through curtain,27.6,69.8,Organic,99,Spider mites,High,18.7,Chalky,3,Peace Lily
Peperomia obtusifolia,28.74,41,5,Leaf drop,205,1,Filtered sunlight through curtain,21.1,50.9,Chemical,98,Fungus gnats,High,12.4,Peaty,1,Spider Plant
Aloe vera,17.03,14,7,Yellowing leaves,221,3,Filtered sunlight through curtain,22.8,41.5,,16,Fungus gnats,Moderate,22.3,Sandy,4,Aloe Vera
Anthurium andraeanum,25.37,24,5,Brittle leaves,476,4,6h full sun,21.8,41.6,Liquid feed,27,Fungus gnats,High,17.2,Silty,1,Aloe Vera
Sansevieria cylindrica,28.91,10,1,Yellowing leaves,450,4,6h full sun,24.9,75.1,,13,,Moderate,37.9,Sandy,3,Fern
Begonia maculata,49.54,7,0,Wilting,345,1,6h full sun,22.9,71.7,Chemical,33,Spider mites,Moderate,19.2,Peaty,1,Peace Lily
Sansevieria cylindrica,32.43,46,4,Yellowing leaves,226,3,Low light corner,26.2,57.7,,74,Whiteflies,High,11.9,Sandy,1,Spider Plant
Begonia maculata,38.65,15,8,New bud,390,6,Indirect light all day,21.2,60.8,Chemical,56,Whiteflies,,11.8,Silty,2,Peace Lily
Zamioculcas zamiifolia,43.72,47,7,Dark green color,106,6,Filtered sunlight through curtain,24.1,53.7,Liquid feed,76,Aphids,,51.6,Loamy,1,Spider Plant
Aglaonema commutatum,29.89,21,3,Leaf drop,392,2,Filtered sunlight through curtain,26.1,49.6,Liquid feed,96,,Low,39.6,Silty,5,Spider Plant
Dieffenbachia seguine,27.86,36,4,Strong stem,389,1,6h full sun,17.8,75.8,Organic,54,Spider mites,High,27.9,Silty,4,Fern
Dieffenbachia seguine,14.33,8,4,Dark green color,497,2,Filtered sunlight through curtain,30.4,36.3,Liquid feed,65,Fungus gnats,Low,54.7,Chalky,2,Aloe Vera
Anthurium andraeanum,23.83,8,5,Wilting,252,6,Filtered sunlight through curtain,23.2,50.9,Compost,97,,Moderate,13.5,Loamy,4,Spider Plant
Aloe vera,17.77,21,2,Leaf drop,234,4,3h direct morning sun,17.9,47.2,,92,,,59.0,Loamy,4,Aloe Vera
Monstera deliciosa,20.99,45,4,Brittle leaves,170,2,Filtered sunlight through curtain,24.5,54.9,,36,Spider mites,High,40.8,Loamy,3,Spider Plant
Peperomia obtusifolia,43.71,23,1,,275,3,Low light corner,24.1,52.9,Chemical,67,Aphids,High,19.2,Silty,3,Snake Plant
Nephrolepis exaltata,26.15,9,9,Leaf drop,251,5,6h full sun,23.8,55.9,Liquid feed,75,Aphids,High,44.0,Peaty,2,Aloe Vera
Aloe vera,16.24,36,0,New bud,379,6,Indirect light all day,27.0,37.0,Organic,25,Aphids,,48.2,Loamy,3,Aloe Vera
Peperomia obtusifolia,38.75,26,0,Brittle leaves,412,6,Indirect light all day,26.2,55.7,Organic,60,Fungus gnats,Low,31.5,Clay,3,Spider Plant
Codiaeum variegatum,34.55,10,9,Dark green color,429,3,3h direct morning sun,24.9,42.1,Organic,91,Fungus gnats,,53.1,Sandy,3,Aloe Vera
Aglaonema commutatum,35.08,39,6,Dark green color,405,2,Indirect light all day,25.4,39.2,Compost,66,Spider mites,Low,17.5,Peaty,4,Aloe Vera
Anthurium andraeanum,4.94,26,1,Yellowing leaves,265,1,Indirect light all day,23.7,33.2,Liquid feed,83,Aphids,Moderate,23.9,Clay,2,Aloe Vera
Dieffenbachia seguine,44.49,5,3,Brittle leaves,92,4,6h full sun,29.3,68.1,Organic,73,Spider mites,Moderate,14.7,Silty,4,Peace Lily
Chlorophytum comosum,19.41,24,4,,424,5,6h full sun,19.6,51.4,Compost,51,Aphids,Low,20.5,Silty,5,Aloe Vera
Ficus lyrata,32.78,26,6,New bud,72,1,Low light corner,24.4,61.3,,17,,Moderate,21.9,Clay,4,Spider Plant
Epipremnum aureum,50.24,15,1,Yellowing leaves,204,1,3h direct morning sun,24.2,66.4,Chemical,52,Whiteflies,Moderate,55.9,Chalky,5,Peace Lily
Codiaeum variegatum,46.55,17,5,Yellowing leaves,235,3,Indirect light all day,26.4,64.0,Liquid feed,62,Whiteflies,High,13.9,Chalky,1,Peace Lily
Zamioculcas zamiifolia,15.22,46,0,,298,2,Low light corner,21.5,53.5,Liquid feed,52,Aphids,High,31.4,Clay,1,Snake Plant
Aglaonema commutatum,10.55,7,6,Leaf drop,286,6,3h direct morning sun,18.8,49.4,,26,Spider mites,,36.6,Chalky,5,Aloe Vera
Peperomia obtusifolia,39.3,13,8,Dark green color,342,6,Indirect light all day,24.5,48.8,Liquid feed,30,Fungus gnats,,54.9,Sandy,5,Spider Plant
Chlorophytum comosum,26.42,16,4,Yellowing leaves,183,3,Indirect light all day,24.8,62.0,Liquid feed,90,Aphids,,59.9,Sandy,4,Spider Plant
Peperomia obtusifolia,19.99,27,4,Wilting,370,2,6h full sun,28.5,54.7,Liquid feed,0,Aphids,High,47.7,Silty,5,Aloe Vera
Sansevieria cylindrica,31.21,18,3,Wilting,439,3,Filtered sunlight through curtain,20.2,72.5,Liquid feed,5,Fungus gnats,,58.5,Chalky,2,Fern
Philodendron hederaceum,23.37,37,2,Dark green color,483,6,3h direct morning sun,27.5,73.7,Compost,10,Aphids,,49.4,Loamy,1,Peace Lily
Tradescantia zebrina,32.01,22,8,Wilting,71,1,Indirect light all day,31.1,38.5,Compost,33,,High,58.2,Clay,1,Aloe Vera
Sansevieria cylindrica,25.67,45,4,,410,4,3h direct morning sun,22.9,36.8,Chemical,83,Fungus gnats,Low,45.4,Sandy,5,Aloe Vera
Ficus lyrata,32.22,13,7,Leaf drop,137,2,Low light corner,20.1,61.5,Liquid feed,62,,High,14.0,Chalky,3,Fern
Aglaonema commutatum,16.05,27,8,New bud,202,5,Low light corner,22.8,45.1,,52,Whiteflies,Low,30.1,Chalky,3,Snake Plant
Chlorophytum comosum,39.24,14,4,Strong stem,174,5,Filtered sunlight through curtain,24.0,30.9,Organic,84,Fungus gnats,High,42.3,Sandy,5,Aloe Vera
Epipremnum aureum,31.98,23,9,Yellowing leaves,128,1,Indirect light all day,25.7,74.4,Chemical,84,Fungus gnats,,27.5,Sandy,2,Fern
Ficus lyrata,31.46,9,8,Strong stem,395,3,6h full sun,22.2,41.3,Organic,17,Spider mites,Moderate,23.7,Loamy,3,Aloe Vera
Dracaena trifasciata,13.82,27,1,New bud,100,3,Indirect light all day,28.7,76.5,Organic,20,Spider mites,Moderate,38.9,Chalky,5,Fern
Sansevieria cylindrica,42.0,34,8,New bud,265,6,3h direct morning sun,20.7,65.9,Liquid feed,18,Fungus gnats,Low,56.7,Chalky,2,Peace Lily
Epipremnum aureum,24.86,29,3,,225,1,Low light corner,18.8,68.1,,3,Whiteflies,Low,11.7,Peaty,2,Fern
Philodendron hederaceum,32.28,32,5,Leaf drop,407,6,3h direct morning sun,27.3,40.1,Organic,76,Aphids,Low,48.5,Silty,4,Aloe Vera
Monstera deliciosa,21.77,38,5,Wilting,302,6,Filtered sunlight through curtain,17.2,41.7,Organic,81,Spider mites,Moderate,46.1,Loamy,2,Aloe Vera
Dieffenbachia seguine,27.61,49,5,Wilting,295,5,Low light corner,23.4,56.1,Chemical,28,Whiteflies,Low,58.2,Sandy,3,Snake Plant
Philodendron hederaceum,27.97,29,1,,276,6,6h full sun,33.4,38.6,,24,Whiteflies,High,56.5,Sandy,3,Aloe Vera
Begonia maculata,-3.2,14,6,New bud,155,6,Low light corner,24.0,45.3,,55,Spider mites,High,48.1,Clay,5,Snake Plant
Zamioculcas zamiifolia,30.82,18,5,Leaf drop,242,5,Indirect light all day,20.6,46.1,Organic,76,Aphids,Moderate,36.0,Silty,5,Snake Plant
Monstera deliciosa,44.65,46,0,Leaf drop,365,3,Indirect light all day,23.8,38.0,,62,Spider mites,High,20.2,Sandy,2,Aloe Vera
Calathea orbifolia,30.4,34,1,Dark green color,351,2,Low light corner,23.8,40.3,Chemical,26,Whiteflies,Low,37.3,Chalky,1,Snake Plant
Tradescantia zebrina,15.42,45,6,Brittle leaves,85,4,Filtered sunlight through curtain,24.5,69.4,Chemical,59,,Moderate,48.3,Sandy,4,Peace Lily
Anthurium andraeanum,31.5,29,0,Yellowing leaves,491,6,Indirect light all day,26.0,38.4,Chemical,82,Spider mites,Low,54.8,Chalky,1,Aloe Vera
Calathea orbifolia,35.59,18,0,,253,2,Indirect light all day,20.9,31.4,Liquid feed,48,Whiteflies,High,49.5,Chalky,2,Snake Plant
Nephrolepis exaltata,30.12,39,0,Brittle leaves,471,5,6h full sun,29.1,61.5,Organic,64,Spider mites,Low,19.8,Loamy,2,Aloe Vera
Dracaena trifasciata,24.26,38,7,,316,2,Low light corner,24.7,78.8,,37,Whiteflies,Moderate,40.0,Sandy,1,Fern
Philodendron hederaceum,22.58,14,3,Wilting,317,4,Indirect light all day,26.2,46.6,Chemical,82,Aphids,Low,26.6,Loamy,4,Aloe Vera
Aglaonema commutatum,22.54,39,3,New bud,219,2,Filtered sunlight through curtain,22.1,35.9,Organic,51,Whiteflies,High,10.5,Silty,1,Aloe Vera
Schefflera arboricola,31.98,15,1,,88,2,3h direct morning sun,27.9,58.5,Organic,0,Fungus gnats,,20.0,Chalky,5,Aloe Vera
Begonia maculata,10.93,15,0,,188,2,Low light corner,23.2,75.3,Liquid feed,39,,Moderate,15.7,Silty,3,Fern
Begonia maculata,21.28,25,9,Dark green color,341,2,6h full sun,24.8,69.2,,80,Whiteflies,Low,52.1,Sandy,5,Peace Lily
Monstera deliciosa,40.96,25,8,Strong stem,101,1,Indirect light all day,21.2,61.1,,20,Spider mites,Moderate,22.9,Silty,3,Peace Lily
Nephrolepis exaltata,41.34,26,6,Wilting,336,6,Filtered sunlight through curtain,21.0,45.8,Chemical,85,Spider mites,Low,24.2,Silty,2,Aloe Vera
Dieffenbachia seguine,10.22,49,3,Yellowing leaves,338,5,Low light corner,26.1,57.1,Chemical,14,Whiteflies,,58.0,Sandy,4,Spider Plant
Tradescantia zebrina,13.69,11,5,Leaf drop,190,4,Filtered sunlight through curtain,22.7,34.6,Organic,49,Fungus gnats,High,29.0,Loamy,1,Aloe Vera
Codiaeum variegatum,22.29,21,1,New bud,195,5,Filtered sunlight through curtain,21.4,63.9,,47,Whiteflies,Low,10.5,Loamy,4,Peace Lily
Spathiphyllum wallisii,33.93,6,6,Wilting,474,1,6h full sun,22.1,66.3,,31,Aphids,Low,24.2,Chalky,1,Peace Lily
Codiaeum variegatum,6.73,16,1,Strong stem,363,1,Low light corner,26.1,78.3,Chemical,48,Fungus gnats,,16.0,Chalky,5,Fern
Chlorophytum comosum,24.45,46,9,,233,1,Indirect light all day,22.1,43.0,Compost,67,Whiteflies,Moderate,15.1,Sandy,5,Snake Plant
Dracaena trifasciata,20.26,22,7,Yellowing leaves,201,6,6h full sun,23.6,30.9,Organic,44,,High,13.9,Sandy,1,Aloe Vera
Peperomia obtusifolia,38.26,15,7,,250,1,Indirect light all day,24.0,57.3,,31,Fungus gnats,Low,39.7,Peaty,4,Spider Plant
Dracaena trifasciata,8.23,20,0,Yellowing leaves,177,2,3h direct morning sun,18.2,65.3,Liquid feed,3,Whiteflies,Low,19.5,Peaty,1,Peace Lily
Nephrolepis exaltata,25.93,22,7,Dark green color,336,5,Filtered sunlight through curtain,19.6,69.5,Liquid feed,64,,High,28.1,Clay,2,Fern
Philodendron hederaceum,21.06,39,1,,360,3,3h direct morning sun,25.0,39.7,Compost,96,Whiteflies,,53.1,Chalky,5,Aloe Vera
Epipremnum aureum,39.7,30,5,Wilting,302,4,Filtered sunlight through curtain,21.8,43.1,Chemical,70,Aphids,Moderate,31.2,Silty,2,Aloe Vera
Chlorophytum comosum,30.98,20,0,Strong stem,315,1,6h full sun,27.2,55.6,Chemical,72,Spider mites,High,55.8,Clay,5,Aloe Vera
Spathiphyllum wallisii,19.14,10,4,Yellowing leaves,237,5,Indirect light all day,26.9,46.5,Chemical,64,Whiteflies,Moderate,34.9,Clay,5,Aloe Vera
Sansevieria cylindrica,33.53,48,6,New bud,435,1,Indirect light all day,26.2,73.0,Liquid feed,79,Fungus gnats,,29.9,Loamy,3,Peace Lily
Zamioculcas zamiifolia,21.11,47,9,Yellowing leaves,279,6,6h full sun,29.5,53.7,Chemical,17,Whiteflies,,47.5,Silty,2,Aloe Vera
Philodendron hederaceum,34.99,46,0,Strong stem,320,1,Low light corner,23.8,70.0,Liquid feed,53,Whiteflies,High,13.7,Loamy,2,Fern
Spathiphyllum wallisii,22.63,16,1,Leaf drop,308,1,3h direct morning sun,25.9,59.0,Compost,46,Whiteflies,Low,14.5,Peaty,3,Aloe Vera
Begonia maculata,35.55,17,6,Leaf drop,348,1,3h direct morning sun,22.2,68.7,Organic,5,Whiteflies,,42.6,Clay,4,Peace Lily
Dracaena trifasciata,29.36,8,5,Dark green color,464,1,Indirect light all day,31.4,46.6,,65,Fungus gnats,,34.3,Peaty,2,Aloe Vera
Anthurium andraeanum,57.6,43,2,Wilting,247,4,Indirect light all day,30.0,71.6,Compost,8,Fungus gnats,High,49.5,Silty,1,Peace Lily
Nephrolepis exaltata,24.47,6,9,Strong stem,372,5,Indirect light all day,24.0,43.7,Liquid feed,67,Whiteflies,High,55.8,Silty,3,Aloe Vera
Schefflera arboricola,28.83,30,1,Dark green color,105,6,6h full sun,25.2,57.3,Compost,22,Spider mites,High,29.4,Chalky,2,Aloe Vera
Zamioculcas zamiifolia,20.21,31,9,Brittle leaves,368,1,Low light corner,28.1,40.7,,42,Whiteflies,,39.8,Sandy,4,Snake Plant
Dracaena trifasciata,25.03,31,3,Yellowing leaves,252,1,3h direct morning sun,23.6,53.8,Organic,50,Fungus gnats,Moderate,35.0,Loamy,2,Aloe Vera
Begonia maculata,-2.02,19,2,Brittle leaves,320,1,Filtered sunlight through curtain,22.0,45.9,,71,Aphids,,59.1,Chalky,5,Aloe Vera
Epipremnum aureum,29.66,12,6,Yellowing leaves,158,1,6h full sun,26.6,43.3,Liquid feed,24,Whiteflies,High,51.6,Chalky,1,Aloe Vera
Chlorophytum comosum,38.43,11,7,Leaf drop,165,2,3h direct morning sun,24.2,78.3,,79,Whiteflies,Low,55.6,Loamy,3,Fern
Tradescantia zebrina,28.97,44,1,Dark green color,141,2,Low light corner,24.5,38.0,Compost,34,Whiteflies,Low,22.7,Loamy,5,Snake Plant
Nephrolepis exaltata,11.86,16,9,Leaf drop,187,3,6h full sun,21.5,69.4,Chemical,16,Whiteflies,High,48.6,Silty,4,Peace Lily
Dracaena trifasciata,16.98,17,6,New bud,471,1,3h direct morning sun,18.8,79.2,Compost,17,,Low,23.3,Silty,5,Fern
Monstera deliciosa,0.7,47,7,Brittle leaves,352,3,6h full sun,24.7,31.0,Liquid feed,26,Whiteflies,,20.4,Clay,5,Aloe Vera
Aloe vera,34.79,21,5,Brittle leaves,106,4,3h direct morning sun,26.7,65.0,Organic,14,Fungus gnats,Moderate,57.2,Peaty,4,Peace Lily
Codiaeum variegatum,14.93,21,5,Leaf drop,99,3,3h direct morning sun,23.3,42.6,,80,Fungus gnats,,11.0,Silty,5,Aloe Vera
Codiaeum variegatum,24.71,40,9,New bud,120,5,Low light corner,28.3,32.0,Organic,68,,High,58.3,Chalky,3,Snake Plant
Schefflera arboricola,23.46,25,0,Yellowing leaves,448,2,Filtered sunlight through curtain,21.9,50.1,Liquid feed,79,Whiteflies,,17.5,Clay,2,Spider Plant
Begonia maculata,39.88,12,3,Dark green color,451,2,Low light corner,20.8,76.8,,14,Spider mites,Low,51.0,Clay,5,Fern
Codiaeum variegatum,25.85,9,0,New bud,131,1,3h direct morning sun,23.8,30.6,Compost,41,Whiteflies,,23.8,Chalky,3,Aloe Vera
Anthurium andraeanum,33.09,30,3,Dark green color,421,1,6h full sun,23.8,59.4,Compost,33,Fungus gnats,Moderate,27.5,Silty,2,Aloe Vera
Aglaonema commutatum,30.46,20,1,Brittle leaves,154,4,Low light corner,26.3,55.1,Liquid feed,47,Aphids,Low,20.8,Chalky,2,Spider Plant
Spathiphyllum wallisii,38.59,40,4,Dark green color,137,6,Filtered sunlight through curtain,21.7,73.7,,82,Aphids,Moderate,39.3,Sandy,5,Fern
Dracaena trifasciata,22.61,32,9,Brittle leaves,51,4,3h direct morning sun,28.1,34.2,Compost,7,Spider mites,Moderate,27.4,Silty,3,Aloe Vera
Codiaeum variegatum,43.7,33,8,New bud,409,5,Low light corner,29.9,64.1,Liquid feed,9,Whiteflies,Moderate,42.9,Peaty,5,Peace Lily
Tradescantia zebrina,5.14,16,9,Brittle leaves,133,1,Low light corner,23.9,64.0,Liquid feed,4,,,10.8,Chalky,4,Peace Lily
Anthurium andraeanum,33.57,41,2,,92,1,Low light corner,27.7,63.5,Organic,47,Whiteflies,,13.2,Silty,2,Peace Lily
Dracaena trifasciata,16.33,34,7,Wilting,203,4,Low light corner,20.8,77.1,Compost,25,Spider mites,,15.0,Loamy,5,Fern
Schefflera arboricola,20.07,27,2,Brittle leaves,376,4,6h full sun,27.2,71.2,,85,Spider mites,,30.9,Sandy,2,Peace Lily
Ficus lyrata,30.69,20,5,Leaf drop,471,4,Filtered sunlight through curtain,27.1,32.1,Compost,22,Spider mites,Low,50.7,Peaty,3,Aloe Vera
Aloe vera,30.61,18,3,New bud,143,2,Filtered sunlight through curtain,26.6,53.6,Compost,61,Aphids,,54.4,Silty,1,Spider Plant
Nephrolepis exaltata,31.06,14,7,,347,3,3h direct morning sun,24.0,49.9,Compost,12,Whiteflies,Low,22.2,Loamy,5,Aloe Vera
Schefflera arboricola,11.14,11,5,Yellowing leaves,182,3,Indirect light all day,15.1,45.5,Liquid feed,8,Whiteflies,Moderate,38.7,Silty,5,Snake Plant
Peperomia obtusifolia,39.49,49,7,Dark green color,444,1,6h full sun,22.1,52.6,Chemical,19,,Low,48.4,Loamy,2,Aloe Vera
Dieffenbachia seguine,15.99,41,0,,114,2,3h direct morning sun,22.1,49.2,Chemical,91,Spider mites,High,24.4,Peaty,3,Aloe Vera
Anthurium andraeanum,17.33,33,5,Strong stem,339,4,3h direct morning sun,21.1,51.6,Organic,56,Spider mites,,30.5,Sandy,4,Aloe Vera
Ficus lyrata,31.38,7,0,,425,1,Low light corner,24.4,79.0,Compost,23,Fungus gnats,High,36.2,Loamy,3,Fern
Schefflera arboricola,22.13,19,0,New bud,306,2,Indirect light all day,22.7,34.4,Chemical,32,Fungus gnats,Low,16.7,Clay,5,Aloe Vera
Spathiphyllum wallisii,28.08,40,7,,435,5,Indirect light all day,21.5,76.1,Organic,19,Aphids,,11.3,Peaty,4,Fern
Dracaena trifasciata,3.43,23,6,,262,6,6h full sun,20.8,54.0,Liquid feed,59,Whiteflies,High,17.6,Peaty,3,Aloe Vera
Nephrolepis exaltata,27.84,17,2,Leaf drop,197,2,Indirect light all day,21.9,61.2,Compost,47,,,41.3,Chalky,1,Peace Lily
Tradescantia zebrina,27.18,46,5,Brittle leaves,110,1,3h direct morning sun,27.4,71.5,,63,,Low,13.7,Sandy,2,Peace Lily
Peperomia obtusifolia,19.9,25,8,Dark green color,198,3,Indirect light all day,22.0,48.0,Liquid feed,29,Spider mites,High,19.5,Clay,3,Snake Plant
Peperomia obtusifolia,4.26,41,6,Wilting,137,4,Indirect light all day,22.5,51.5,Organic,72,,Low,26.9,Clay,3,Snake Plant
Spathiphyllum wallisii,22.87,31,2,Yellowing leaves,373,6,Filtered sunlight through curtain,22.6,50.5,Liquid feed,16,Spider mites,High,13.9,Chalky,1,Spider Plant
Peperomia obtusifolia,24.63,33,5,Wilting,432,5,3h direct morning sun,25.0,48.7,,99,Whiteflies,Moderate,19.6,Loamy,5,Aloe Vera
Begonia maculata,21.33,24,3,,445,6,Indirect light all day,25.4,76.3,Liquid feed,13,,Moderate,55.6,Loamy,2,Fern
Dieffenbachia seguine,6.64,29,2,Strong stem,327,6,Indirect light all day,14.9,71.4,Organic,18,Spider mites,Moderate,11.0,Clay,3,Fern
Zamioculcas zamiifolia,40.95,10,8,New bud,453,2,Low light corner,27.1,35.4,,70,Whiteflies,Moderate,42.7,Sandy,4,Snake Plant
Calathea orbifolia,18.61,40,9,Dark green color,131,1,Indirect light all day,28.3,35.4,,58,Whiteflies,Moderate,29.2,Loamy,3,Aloe Vera
Tradescantia zebrina,22.78,6,1,New bud,178,1,Indirect light all day,20.8,51.4,Liquid feed,66,Spider mites,Low,43.6,Peaty,2,Snake Plant
Chlorophytum comosum,0.91,26,0,Leaf drop,335,6,Filtered sunlight through curtain,21.1,34.9,,96,Spider mites,Moderate,39.4,Silty,3,Aloe Vera
Nephrolepis exaltata,40.95,36,1,New bud,431,4,3h direct morning sun,22.6,61.0,Liquid feed,43,Aphids,Low,21.2,Chalky,1,Peace Lily
Philodendron hederaceum,20.33,20,6,Yellowing leaves,402,1,6h full sun,21.7,37.2,Compost,31,Whiteflies,Moderate,52.4,Sandy,3,Aloe Vera
Aloe vera,25.98,22,9,Strong stem,329,6,3h direct morning sun,24.7,56.1,,10,Spider mites,,34.6,Loamy,3,Aloe Vera
Epipremnum aureum,36.21,9,0,Wilting,319,1,Low light corner,18.2,30.4,Liquid feed,1,Whiteflies,Moderate,51.1,Silty,4,Snake Plant
Anthurium andraeanum,18.24,40,5,,341,4,3h direct morning sun,20.6,45.8,Compost,89,,,30.3,Clay,1,Aloe Vera
Dieffenbachia seguine,34.63,34,6,,252,5,Indirect light all day,28.6,63.9,,67,Fungus gnats,Low,59.2,Chalky,1,Peace Lily
Schefflera arboricola,4.39,49,8,Strong stem,73,6,Low light corner,21.2,54.2,Compost,16,Fungus gnats,Moderate,48.5,Loamy,3,Snake Plant
Anthurium andraeanum,30.51,23,7,Dark green color,493,3,3h direct morning sun,27.7,78.9,,80,Spider mites,High,58.3,Clay,4,Fern
Spathiphyllum wallisii,40.72,27,5,New bud,400,3,Low light corner,25.1,73.7,Organic,91,Spider mites,Low,35.7,Loamy,3,Fern
Schefflera arboricola,19.2,38,2,Dark green color,360,6,6h full sun,18.6,48.0,Organic,93,Whiteflies,Moderate,33.7,Chalky,3,Aloe Vera
Anthurium andraeanum,36.19,17,7,Wilting,257,2,3h direct morning sun,25.9,32.3,Liquid feed,39,Spider mites,Low,47.8,Peaty,2,Aloe Vera
Codiaeum variegatum,43.34,47,6,Dark green color,329,5,Indirect light all day,23.6,72.3,Chemical,86,Whiteflies,High,54.0,Peaty,2,Peace Lily
Codiaeum variegatum,22.45,33,2,Leaf drop,254,2,Low light corner,22.6,75.6,Organic,45,Spider mites,Moderate,58.2,Silty,4,Fern
Philodendron hederaceum,21.62,40,8,Strong stem,201,3,Filtered sunlight through curtain,24.7,71.0,Chemical,87,Whiteflies,High,26.2,Clay,5,Peace Lily
Epipremnum aureum,16.02,26,1,Wilting,487,4,Low light corner,25.4,36.4,Compost,92,Spider mites,Moderate,49.9,Peaty,2,Snake Plant
Begonia maculata,19.9,40,2,Wilting,75,6,Filtered sunlight through curtain,26.1,79.9,Compost,3,Aphids,,20.5,Chalky,5,Fern
Codiaeum variegatum,16.85,13,1,Brittle leaves,243,1,Indirect light all day,27.5,42.9,Chemical,37,Whiteflies,Low,37.3,Clay,1,Aloe Vera
Chlorophytum comosum,16.01,43,0,Wilting,385,3,6h full sun,25.2,66.2,Liquid feed,62,Aphids,High,19.0,Loamy,2,Peace Lily
Chlorophytum comosum,36.99,23,3,Brittle leaves,471,5,Filtered sunlight through curtain,19.9,75.4,,28,Aphids,Low,27.4,Sandy,2,Fern
Nephrolepis exaltata,17.1,42,4,Yellowing leaves,287,3,6h full sun,22.6,41.8,Chemical,18,Aphids,High,56.6,Loamy,4,Aloe Vera
Schefflera arboricola,27.59,10,5,,370,5,Low light corner,32.8,75.4,Chemical,90,Aphids,Low,17.3,Chalky,5,Fern
Philodendron hederaceum,25.38,19,4,Brittle leaves,124,5,Indirect light all day,26.2,45.5,Chemical,28,,Low,41.6,Silty,2,Aloe Vera
Chlorophytum comosum,39.98,24,0,Strong stem,484,6,Filtered sunlight through curtain,31.1,78.8,Chemical,99,Fungus gnats,Low,39.6,Clay,2,Fern
Dracaena trifasciata,19.97,13,2,Dark green color,212,5,Low light corner,28.2,44.1,Chemical,34,,,16.0,Loamy,4,Snake Plant
Spathiphyllum wallisii,28.81,36,0,Brittle leaves,348,2,3h direct morning sun,24.7,77.7,Liquid feed,69,Spider mites,Moderate,26.3,Clay,4,Fern
Dracaena trifasciata,32.91,8,4,Wilting,78,4,Low light corner,24.9,32.7,Organic,22,Spider mites,,38.1,Peaty,5,Snake Plant
Zamioculcas zamiifolia,39.9,22,4,Strong stem,214,3,6h full sun,23.9,65.5,,45,Fungus gnats,Low,19.4,Sandy,1,Peace Lily
Zamioculcas zamiifolia,19.82,9,5,Brittle leaves,386,4,Indirect light all day,18.8,56.6,Organic,43,Fungus gnats,High,50.0,Chalky,1,Spider Plant
Aloe vera,18.82,24,7,Brittle leaves,235,1,Indirect light all day,24.1,53.9,Chemical,47,Fungus gnats,Low,58.6,Loamy,3,Spider Plant
Epipremnum aureum,14.38,27,9,Wilting,103,3,Low light corner,27.6,41.2,Organic,51,Aphids,Moderate,20.7,Sandy,2,Snake Plant
Ficus lyrata,47.36,15,0,Leaf drop,344,4,3h direct morning sun,22.2,65.3,Liquid feed,7,,,19.3,Chalky,5,Peace Lily
